"Ticker","Name","Asset.Class","Weight....","Price","Shares","Market.Value","Notional.Value","Sector","SEDOL","ISIN","Exchange","Date"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.017,"74.12","48,890","$3,623,727","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","31-Aug-2012"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.1215,"76.4","53,646","$4,098,554","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","28-Sep-2012"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.1225,"74.68","78,701","$5,877,423","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","31-Oct-2012"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.1392,"75.9","98,637","$7,486,548","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","30-Nov-2012"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.1546,"75.46","115,002","$8,678,051","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","31-Dec-2012"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.2199,"82.47","184,909","$15,249,459","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","31-Jan-2013"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.1932,"82.83","247,148","$20,471,269","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","28-Feb-2013"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.2219,"87.85","359,733","$31,602,544","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","28-Mar-2013"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.2144,"88.27","507,688","$44,813,613","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","30-Apr-2013"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.1482,"81.22","548,950","$44,585,719","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","31-May-2013"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.1676,"83.59","499,083","$41,718,348","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","28-Jun-2013"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.1106,"80.98","318,911","$25,825,428","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","31-Jul-2013"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.1315,"79.84","309,651","$24,722,536","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","30-Aug-2013"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.0427,"74.96","282,358","$21,165,556","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","30-Sep-2013"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.0202,"75.32","287,394","$21,646,547","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","31-Oct-2013"
"KMR","KINDER MORGAN MANAGEMENT","Equity",0.9911,"76.57","309,790","$23,720,620","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","29-Nov-2013"
"KMR","KINDER MORGAN MANAGEMENT","Equity",0.9666,"75.66","308,694","$23,355,788","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","31-Dec-2013"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.0138,"75.49","317,536","$23,970,761","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","31-Jan-2014"
"KMR","KINDER MORGAN MANAGEMENT","Equity",0.8987,"69.80","311,188","$21,720,922","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","28-Feb-2014"
"KMR","KINDER MORGAN MANAGEMENT","Equity",0.9318,"71.67","317,093","$22,726,055","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","31-Mar-2014"
"KMR","KINDER MORGAN MANAGEMENT","Equity",0.9447,"72.2","332,116","$23,978,748","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","30-Apr-2014"
"KMR","KINDER MORGAN MANAGEMENT","Equity",0.9338,"72.07","363,759","$26,216,111","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","30-May-2014"
"KMR","KINDER MORGAN MANAGEMENT","Equity",0.89,"78.93","297,655","$23,493,909","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","30-Jun-2014"
"KMR","KINDER MORGAN MANAGEMENT","Equity",0.8955,"76.93","299,615","$23,049,411","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","31-Jul-2014"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.0955,"97.72","307,061","$30,006,001","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","29-Aug-2014"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.071,"94.15","324,499","$30,551,581","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","30-Sep-2014"
"KMR","KINDER MORGAN MANAGEMENT","Equity",1.0501,"95.14","361,761","$34,417,933","-","Energy","2758158","US49455U1007","New York Stock Exchange Inc.","31-Oct-2014"
"KO","COCA-COLA","Equity",1.4991,"68.32","565","$38,601","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Oct-2011"
"KO","COCA-COLA","Equity",1.4584,"67.23","565","$37,985","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Nov-2011"
"KO","COCA-COLA","Equity",1.4781,"69.97","1,689","$118,179","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Dec-2011"
"KO","COCA-COLA","Equity",1.4062,"67.53","2,252","$152,078","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Jan-2012"
"KO","COCA-COLA","Equity",1.4263,"69.86","2,820","$197,005","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","29-Feb-2012"
"KO","COCA-COLA","Equity",1.479,"74.01","3,948","$292,191","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Mar-2012"
"KO","COCA-COLA","Equity",1.5093,"76.32","5,660","$431,971","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Apr-2012"
"KO","COCA-COLA","Equity",1.4916,"74.73","13,929","$1,040,914","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-May-2012"
"KO","COCA-COLA","Equity",1.4966,"78.19","38,775","$3,031,817","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","29-Jun-2012"
"KO","COCA-COLA","Equity",1.5285,"80.8","64,698","$5,227,598","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Jul-2012"
"KO","COCA-COLA","Equity",1.4103,"37.4","134,354","$5,024,840","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Aug-2012"
"KO","COCA-COLA","Equity",1.3944,"37.93","134,350","$5,095,896","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","28-Sep-2012"
"KO","COCA-COLA","Equity",1.3762,"37.18","193,810","$7,205,856","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Oct-2012"
"KO","COCA-COLA","Equity",1.4028,"37.92","243,112","$9,218,807","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Nov-2012"
"KO","COCA-COLA","Equity",1.3088,"36.25","271,373","$9,837,271","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Dec-2012"
"KO","COCA-COLA","Equity",1.2798,"37.24","429,584","$15,997,708","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Jan-2013"
"KO","COCA-COLA","Equity",1.2959,"38.72","574,208","$22,233,334","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","28-Feb-2013"
"KO","COCA-COLA","Equity",1.2864,"40.44","822,711","$33,270,433","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","28-Mar-2013"
"KO","COCA-COLA","Equity",1.3136,"42.33","1,145,166","$48,474,877","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Apr-2013"
"KO","COCA-COLA","Equity",1.274,"39.99","1,237,009","$49,467,990","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-May-2013"
"KO","COCA-COLA","Equity",1.1301,"40.11","1,006,711","$40,379,178","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","28-Jun-2013"
"KO","COCA-COLA","Equity",1.0914,"40.08","633,190","$25,378,255","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Jul-2013"
"KO","COCA-COLA","Equity",1.0743,"38.18","614,810","$23,473,446","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Aug-2013"
"KO","COCA-COLA","Equity",1.0447,"37.88","559,802","$21,205,300","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Sep-2013"
"KO","COCA-COLA","Equity",1.0443,"39.57","559,967","$22,157,894","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Oct-2013"
"KO","COCA-COLA","Equity",1.045,"40.19","622,315","$25,010,840","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","29-Nov-2013"
"KO","COCA-COLA","Equity",1.0602,"41.31","620,098","$25,616,248","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Dec-2013"
"KO","COCA-COLA","Equity",1.0024,"37.82","626,670","$23,700,659","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Jan-2014"
"KO","COCA-COLA","Equity",0.9707,"38.20","614,170","$23,461,294","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","28-Feb-2014"
"KO","COCA-COLA","Equity",0.9767,"38.66","616,145","$23,820,166","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Mar-2014"
"KO","COCA-COLA","Equity",1.018,"40.79","633,483","$25,839,772","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Apr-2014"
"KO","COCA-COLA","Equity",1.0111,"40.91","693,822","$28,384,258","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-May-2014"
"KO","COCA-COLA","Equity",1.0373,"42.36","646,440","$27,383,198","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Jun-2014"
"KO","COCA-COLA","Equity",0.9766,"39.29","639,739","$25,135,345","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Jul-2014"
"KO","COCA-COLA","Equity",0.9984,"41.72","655,494","$27,347,210","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","29-Aug-2014"
"KO","COCA-COLA","Equity",1.0334,"42.66","691,023","$29,479,041","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Sep-2014"
"KO","COCA-COLA","Equity",0.9769,"41.88","764,535","$32,018,726","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Oct-2014"
"KO","COCA-COLA","Equity",1.0816,"44.83","822,673","$36,880,431","-","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","28-Nov-2014"
"KO","COCA-COLA","Equity",1.0164,"42.22","863,053","$36,438,098","36,438,097.66","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Dec-2014"
"KO","COCA-COLA","Equity",0.9988,"41.17","1,027,534","$42,303,575","42,303,574.78","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Jan-2015"
"KO","COCA-COLA","Equity",1.0164,"43.3","1,076,579","$46,615,871","46,615,870.70","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","27-Feb-2015"
"KO","COCA-COLA","Equity",0.9687,"40.55","1,114,343","$45,186,609","45,186,608.65","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Mar-2015"
"KO","COCA-COLA","Equity",0.9747,"40.56","1,175,413","$47,674,751","47,674,751.28","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Apr-2015"
"KO","COCA-COLA","Equity",0.999,"40.96","1,214,784","$49,757,553","49,757,552.64","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","29-May-2015"
"KO","COCA-COLA","Equity",0.982,"39.23","1,207,986","$47,389,291","47,389,290.78","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Jun-2015"
"KO","COCA-COLA","Equity",0.9934,"41.08","1,280,103","$52,586,631","52,586,631.24","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Jul-2015"
"KO","COCA-COLA","Equity",1.0038,"39.32","1,498,972","$58,939,579","58,939,579.04","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Aug-2015"
"KO","COCA-COLA","Equity",1.035,"40.12","1,561,881","$62,662,666","62,662,665.72","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Sep-2015"
"KO","COCA-COLA","Equity",1.0332,"42.35","1,598,081","$67,678,730","67,678,730.35","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Oct-2015"
"KO","COCA-COLA","Equity",1.2166,"42.62","1,946,202","$82,947,129","82,947,129.24","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Nov-2015"
"KO","COCA-COLA","Equity",1.2285,"42.96","2,053,084","$88,200,489","88,200,488.64","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Dec-2015"
"KO","COCA-COLA","Equity",1.2503,"42.92","2,266,545","$97,280,111","97,280,111.40","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","29-Jan-2016"
"KO","COCA-COLA","Equity",1.2485,"43.13","2,822,824","$121,748,399","121,748,399.12","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","29-Feb-2016"
"KO","COCA-COLA","Equity",1.2798,"46.39","3,115,220","$144,515,056","144,515,055.80","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Mar-2016"
"KO","COCA-COLA","Equity",1.2455,"44.8","3,450,009","$154,560,403","154,560,403.20","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","29-Apr-2016"
"KO","COCA-COLA","Equity",1.2205,"44.6","3,626,474","$161,740,740","161,740,740.40","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-May-2016"
"KO","COCA-COLA","Equity",1.1924,"45.33","3,879,371","$175,851,887","175,851,887.43","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Jun-2016"
"KO","COCA-COLA","Equity",1.1314,"43.63","3,974,123","$173,390,986","173,390,986.49","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","29-Jul-2016"
"KO","COCA-COLA","Equity",1.1525,"43.43","3,872,490","$168,182,241","168,182,240.70","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Aug-2016"
"KO","COCA-COLA","Equity",1.1395,"42.32","3,911,954","$165,553,893","165,553,893.28","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Sep-2016"
"KO","COCA-COLA","Equity",1.1767,"42.4","3,677,456","$155,924,134","155,924,134.40","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","31-Oct-2016"
"KO","COCA-COLA","Equity",1.117,"40.35","3,479,230","$140,386,931","140,386,930.50","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Nov-2016"
"KO","COCA-COLA","Equity",1.1208,"41.46","3,320,256","$137,657,814","137,657,813.76","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","30-Dec-2016"
"KO","COCA-COLA","Equity",1.1195,"41.75","3,303,148","$137,906,429","137,906,429.00","Consumer Staples","2206657","US1912161007","New York Stock Exchange Inc.","05-Jan-2017"
"KRFT","KRAFT FOODS GROUP INC","Equity",0.4408,"45.48","50,752","$2,308,201","-","Consumer Staples","B8P0S06","US50076Q1067","NASDAQ","31-Oct-2012"
"KRFT","KRAFT FOODS GROUP INC","Equity",0.4375,"45.22","63,577","$2,874,952","-","Consumer Staples","B8P0S06","US50076Q1067","NASDAQ","30-Nov-2012"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.7695,"26.54","151,825","$4,029,436","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","31-Oct-2012"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.7506,"25.89","190,528","$4,932,770","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","30-Nov-2012"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.7465,"25.47","220,291","$5,610,812","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","31-Dec-2012"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.7754,"27.79","348,792","$9,692,930","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","31-Jan-2013"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.7514,"27.65","466,230","$12,891,260","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","28-Feb-2013"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.7962,"30.61","672,720","$20,591,959","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","28-Mar-2013"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.798,"31.45","936,352","$29,448,270","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","30-Apr-2013"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.7677,"29.46","1,011,805","$29,807,775","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","31-May-2013"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.668,"28.53","836,520","$23,865,916","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","28-Jun-2013"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.7065,"31.27","525,366","$16,428,195","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","31-Jul-2013"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.7161,"30.67","510,113","$15,645,166","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","30-Aug-2013"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.7229,"31.42","467,006","$14,673,329","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","30-Sep-2013"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.7413,"33.64","467,551","$15,728,416","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","31-Oct-2013"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.5002,"33.53","357,054","$11,972,021","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","29-Nov-2013"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.5197,"35.30","355,733","$12,557,375","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","31-Dec-2013"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.4971,"32.75","358,865","$11,752,829","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","31-Jan-2014"
"KTF","MONDELEZ INTERNATIONAL INC CLASS A","Equity",0.496,"34.03","352,270","$11,987,748","-","Consumer Staples","B8FQR30","US6092071058","Boerse Stuttgart","28-Feb-2014"
"LB","L BRANDS INC","Equity",0.1922,"95.41","137,356","$13,105,136","13,105,135.96","Consumer Discretionary","B9M2WX3","US5017971046","New York Stock Exchange Inc.","30-Nov-2015"
"LB","L BRANDS INC","Equity",0.1932,"95.82","144,734","$13,868,412","13,868,411.88","Consumer Discretionary","B9M2WX3","US5017971046","New York Stock Exchange Inc.","31-Dec-2015"
"LB","L BRANDS INC","Equity",0.198,"96.15","160,198","$15,403,038","15,403,037.70","Consumer Discretionary","B9M2WX3","US5017971046","New York Stock Exchange Inc.","29-Jan-2016"
"LB","L BRANDS INC","Equity",0.1728,"84.79","198,703","$16,848,027","16,848,027.37","Consumer Discretionary","B9M2WX3","US5017971046","New York Stock Exchange Inc.","29-Feb-2016"
"LB","L BRANDS INC","Equity",0.1702,"87.81","218,859","$19,218,009","19,218,008.79","Consumer Discretionary","B9M2WX3","US5017971046","New York Stock Exchange Inc.","31-Mar-2016"
"LB","L BRANDS INC","Equity",0.1533,"78.29","242,908","$19,017,267","19,017,267.32","Consumer Discretionary","B9M2WX3","US5017971046","New York Stock Exchange Inc.","29-Apr-2016"
